         58140714 function calls (58122759 primitive calls) in 162.026 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 __init__.py:241(c_void_p)
        1    0.000    0.000    0.000    0.000 __init__.py:242(_register_at_fork_reinit_lock)
        1    0.000    0.000    0.000    0.000 __init__.py:246(<dictcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:246(c_bool)
        4    0.000    0.000    0.011    0.003 __init__.py:2470(_create)
        4    0.000    0.000    0.011    0.003 __init__.py:2487(create_image)
        1    0.000    0.000    0.000    0.000 __init__.py:250(ExecutableNotFoundError)
        1    0.000    0.000    0.000    0.000 __init__.py:251(c_wchar_p)
        2    0.000    0.000    0.000    0.000 __init__.py:2512(delete)
        1    0.000    0.000    0.000    0.000 __init__.py:256(Projection2D)
        1    0.000    0.000    0.000    0.000 __init__.py:256(c_wchar)
        1    0.000    0.000    0.000    0.000 __init__.py:259(_reset_cache)
        1    0.000    0.000    0.000    0.000 __init__.py:259(set)
        1    0.000    0.000    0.000    0.000 __init__.py:260(IgnoredKeywordWarning)
        1    0.000    0.000    0.000    0.000 __init__.py:2634(Checkbutton)
        4    0.000    0.000    0.001    0.000 __init__.py:2636(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:2663(Entry)
        1    0.000    0.000    0.000    0.000 __init__.py:267(Projection3D)
        1    0.000    0.000    0.000    0.000 __init__.py:270(LogRecord)
        1    0.000    0.000    0.000    0.000 __init__.py:2728(Frame)
        6    0.000    0.000    0.001    0.000 __init__.py:2730(__init__)
        1    0.000    0.000    0.003    0.003 __init__.py:274(load)
        1    0.000    0.000    0.000    0.000 __init__.py:2746(Label)
        4    0.000    0.000    0.000    0.000 __init__.py:2748(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:2768(Listbox)
        1    0.000    0.000    0.000    0.000 __init__.py:2859(Menu)
        1    0.000    0.000    0.000    0.000 __init__.py:291(Variable)
        1    0.000    0.000    0.000    0.000 __init__.py:2962(Menubutton)
        1    0.000    0.000    0.000    0.000 __init__.py:2967(Message)
        1    0.000    0.000    0.000    0.000 __init__.py:2972(Radiobutton)
       17    0.000    0.000    0.000    0.000 __init__.py:299(_PlatformEventHandler)
        6    0.000    0.000    0.000    0.000 __init__.py:299(__init__)
        2    0.000    0.000    0.003    0.002 __init__.py:299(loads)
        1    0.000    0.000    0.000    0.000 __init__.py:2999(Scale)
        3    0.000    0.000    0.011    0.004 __init__.py:3(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:3032(Scrollbar)
        1    0.000    0.000    0.000    0.000 __init__.py:3076(Text)
        1    0.000    0.000    0.004    0.004 __init__.py:31(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:314(CDLL)
       17    0.000    0.000    0.000    0.000 __init__.py:316(_event_wrapper)
       31    0.001    0.000    0.004    0.000 __init__.py:316(namedtuple)
        1    0.000    0.000    0.000    0.000 __init__.py:321(_ModuleProxy)
       17    0.000    0.000    0.000    0.000 __init__.py:324(__init__)
        6    0.000    0.000    0.000    0.000 __init__.py:326(_ViewEventHandler)
        8    0.000    0.000    0.002    0.000 __init__.py:327(__getattr__)
        1    0.000    0.000    0.000    0.000 __init__.py:327(_sanity_check)
        2    0.000    0.000    0.000    0.000 __init__.py:328(__del__)
        1    0.000    0.000    0.000    0.000 __init__.py:331(_WindowMetaclass)
        7    0.000    0.000    0.002    0.000 __init__.py:335(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:336(__init__)
       54    0.000    0.000    0.000    0.000 __init__.py:338(_merge)
        6    0.000    0.000    0.000    0.000 __init__.py:339(__str__)
     2764    0.015    0.000    0.022    0.000 __init__.py:341(__setattr__)
      146    0.000    0.000    0.005    0.000 __init__.py:342(set)
        1    0.000    0.000    0.000    0.000 __init__.py:3433(_setit)
        1    0.000    0.000    0.000    0.000 __init__.py:3444(OptionMenu)
        1    0.000    0.000    0.000    0.000 __init__.py:347(BaseWindow)
        1    0.000    0.000    0.000    0.000 __init__.py:3481(Image)
       20    0.000    0.000    0.006    0.000 __init__.py:3484(__init__)
       26    0.000    0.000    0.000    0.000 __init__.py:3503(__str__)
        4    0.000    0.000    0.000    0.000 __init__.py:3504(__del__)
        7    0.000    0.000    0.000    0.000 __init__.py:353(_FuncPtr)
        1    0.000    0.000    0.000    0.000 __init__.py:3538(PhotoImage)
       20    0.000    0.000    0.006    0.000 __init__.py:3540(__init__)
        4    0.000    0.000    0.001    0.000 __init__.py:3546(blank)
        1    0.000    0.000    0.000    0.000 __init__.py:36(<module>)
        3    0.000    0.000    0.000    0.000 __init__.py:36(__deprecate_private_class)
        1    0.000    0.000    0.000    0.000 __init__.py:3602(BitmapImage)
        1    0.000    0.000    0.000    0.000 __init__.py:3617(Spinbox)
     3086    0.002    0.000    0.010    0.000 __init__.py:369(__getattr__)
     3086    0.006    0.000    0.006    0.000 __init__.py:376(__getitem__)
        1    0.000    0.000    0.000    0.000 __init__.py:3775(LabelFrame)
        1    0.000    0.000    0.000    0.000 __init__.py:3797(PanedWindow)
       12    0.000    0.000    0.000    0.000 __init__.py:38(__getattr__)
        1    0.000    0.000    0.000    0.000 __init__.py:382(PyDLL)
      170    0.000    0.000    0.000    0.000 __init__.py:388(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:39(<module>)
        3    0.000    0.000    0.000    0.000 __init__.py:39(_get_running_interactive_framework)
        3    0.000    0.000    0.000    0.000 __init__.py:398(<genexpr>)
        1    0.010    0.010    0.010    0.010 __init__.py:398(_map)
        1    0.000    0.000    0.000    0.000 __init__.py:409(PercentStyle)
        1    0.000    0.000    0.007    0.007 __init__.py:41(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:415(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:422(LibraryLoader)
        2    0.000    0.000    0.000    0.000 __init__.py:423(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:424(StrFormatStyle)
        8    0.000    0.000    0.000    0.000 __init__.py:426(_asdict)
        3    0.000    0.000    0.000    0.000 __init__.py:43(private_class)
        1    0.000    0.000    0.000    0.000 __init__.py:433(StringTemplateStyle)
        6    0.000    0.000    0.002    0.000 __init__.py:436(LoadLibrary)
        1    0.000    0.000    0.000    0.000 __init__.py:437(_get_xdg_config_dir)
        2    0.000    0.000    0.000    0.000 __init__.py:44(get_projection_class)
        1    0.000    0.000    0.000    0.000 __init__.py:447(_get_xdg_cache_dir)
        2    0.000    0.000    0.000    0.000 __init__.py:456(_get_config_or_cache_dir)
        1    0.000    0.000    0.000    0.000 __init__.py:457(Formatter)
        1    0.000    0.000    0.000    0.000 __init__.py:467(StringVar)
       19    0.000    0.000    0.000    0.000 __init__.py:47(create_string_buffer)
        2    0.000    0.000    0.000    0.000 __init__.py:470(__init__)
       18    0.000    0.000    0.001    0.000 __init__.py:474(_get_data_path)
     2762    0.030    0.000    0.291    0.000 __init__.py:480(switch_to)
        3    0.000    0.000    0.000    0.000 __init__.py:484(PYFUNCTYPE)
     2716    0.036    0.000    0.624    0.000 __init__.py:484(flip)
        3    0.000    0.000    0.000    0.000 __init__.py:485(CFunctionType)
        1    0.000    0.000    0.000    0.000 __init__.py:486(get_configdir)
        1    0.000    0.000    0.000    0.000 __init__.py:489(IntVar)
        6    0.000    0.000    0.122    0.020 __init__.py:492(__init__)
      950    0.001    0.000    0.001    0.000 __init__.py:492(cast)
        2    0.000    0.000    0.001    0.001 __init__.py:499(set_caption)
        1    0.000    0.000    0.000    0.000 __init__.py:502(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:505(get_cachedir)
        2    0.000    0.000    0.000    0.000 __init__.py:508(set_wm_class)
        1    0.000    0.000    0.000    0.000 __init__.py:512(DoubleVar)
        1    0.000    0.000    0.000    0.000 __init__.py:516(get_data_path)
        1    0.000    0.000    0.000    0.000 __init__.py:522(maxdict)
        1    0.000    0.000    0.000    0.000 __init__.py:531(BooleanVar)
        1    0.000    0.000    0.000    0.000 __init__.py:531(__init__)
       26    0.000    0.000    0.000    0.000 __init__.py:536(__setitem__)
        1    0.000    0.000    0.000    0.000 __init__.py:536(_update_view_size)
        1    0.000    0.000    0.000    0.000 __init__.py:537(_get_data_path)
       91    0.000    0.000    0.000    0.000 __init__.py:539(get_size)
        1    0.000    0.000    0.000    0.000 __init__.py:545(Stack)
        4    0.000    0.000    0.000    0.000 __init__.py:552(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:569(matplotlib_fname)
        1    0.000    0.000    0.000    0.000 __init__.py:572(activate)
        1    0.000    0.000    0.000    0.000 __init__.py:574(Misc)
        1    0.000    0.000    0.010    0.010 __init__.py:577(set_visible)
        4    0.000    0.000    0.000    0.000 __init__.py:580(push)
       28    0.000    0.000    0.001    0.000 __init__.py:584(destroy)
        2    0.000    0.000    0.000    0.000 __init__.py:584(set_minimum_size)
        2    0.000    0.000    0.000    0.000 __init__.py:588(set_maximum_size)
        4    0.000    0.000    0.000    0.000 __init__.py:590(gen_candidates)
      124    0.000    0.000    0.000    0.000 __init__.py:592(<listcomp>)
        2    0.000    0.000    0.000    0.000 __init__.py:594(deletecommand)
        4    0.000    0.000    0.000    0.000 __init__.py:599(set_mouse_platform_visible)
        1    0.000    0.000    0.046    0.046 __init__.py:60(<module>)
       10    0.000    0.000    0.000    0.000 __init__.py:605(clear)
        2    0.000    0.000    0.000    0.000 __init__.py:610(bubble)
        1    0.000    0.000    0.000    0.000 __init__.py:62(mwmhints_t)
       11    0.000    0.000    0.000    0.000 __init__.py:629(_update_exclusivity)
        1    0.000    0.000    0.000    0.000 __init__.py:632(BufferingFormatter)
        1    0.000    0.000    0.000    0.000 __init__.py:637(RcParams)
        1    0.000    0.000    0.002    0.002 __init__.py:65(<module>)
       30    0.000    0.000    0.001    0.000 __init__.py:652(__init__)
     1241    0.001    0.000    0.011    0.000 __init__.py:655(__setitem__)
        1    0.000    0.000    0.000    0.000 __init__.py:674(Filter)
        2    0.000    0.000    0.000    0.000 __init__.py:677(focus_set)
     9467    0.005    0.000    0.020    0.000 __init__.py:686(__getitem__)
        2    0.000    0.000    0.217    0.109 __init__.py:7(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:7(ProjectionRegistry)
        1    0.000    0.000    0.008    0.008 __init__.py:71(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:711(Filterer)
       36    0.000    0.000    0.000    0.000 __init__.py:716(__init__)
      307    0.000    0.000    0.000    0.000 __init__.py:722(__iter__)
     2165    0.002    0.000    0.011    0.000 __init__.py:73(CFUNCTYPE)
        2    0.000    0.000    0.000    0.000 __init__.py:735(after)
        1    0.000    0.000    0.000    0.000 __init__.py:746(copy)
        1    0.000    0.000    0.000    0.000 __init__.py:747(<dictcomp>)
        2    0.000    0.000    0.176    0.088 __init__.py:747(callit)
        4    0.000    0.000    0.000    0.000 __init__.py:757(_set_wm_normal_hints)
        2    0.000    0.000    0.000    0.000 __init__.py:758(after_idle)
        1    0.000    0.000    0.000    0.000 __init__.py:758(is_url)
        1    0.000    0.000    0.000    0.000 __init__.py:764(Grouper)
        8    0.001    0.000    0.001    0.000 __init__.py:767(_set_text_property)
       56    0.000    0.000    0.001    0.000 __init__.py:774(_open_file_or_url)
        2    0.000    0.000    0.002    0.001 __init__.py:78(get_display)
        1    0.000    0.000    0.000    0.000 __init__.py:783(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 __init__.py:783(on_resize)
        2    0.000    0.000    0.000    0.000 __init__.py:790(_set_atoms_property)
        1    0.000    0.000    0.000    0.000 __init__.py:793(Handler)
     1790    0.000    0.000    0.000    0.000 __init__.py:794(<lambda>)
       28    0.003    0.000    0.016    0.001 __init__.py:794(_rc_params_in_file)
        8    0.000    0.000    0.000    0.000 __init__.py:798(__init__)
        8    0.000    0.000    0.000    0.000 __init__.py:799(<dictcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:802(__init__)
      396    0.000    0.000    0.000    0.000 __init__.py:804(clean)
      396    0.000    0.000    0.000    0.000 __init__.py:807(<listcomp>)
        1    0.000    0.000    0.207    0.207 __init__.py:82(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:831(createLock)
     2716    0.008    0.000    0.008    0.000 __init__.py:831(draw_mouse_cursor)
     2716    0.221    0.000    0.250    0.000 __init__.py:836(dispatch_events)
      392    0.001    0.000    0.002    0.000 __init__.py:853(get_siblings)
      392    0.000    0.000    0.000    0.000 __init__.py:857(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:86(_StrongRef)
       26    0.000    0.000    0.011    0.000 __init__.py:868(rc_params_from_file)
        1    0.000    0.000    0.000    0.000 __init__.py:87(AppException)
     2716    0.009    0.000    0.010    0.000 __init__.py:872(dispatch_pending_events)
       71    0.000    0.000    0.005    0.000 __init__.py:884(dispatch_platform_event)
       98    0.000    0.000    0.004    0.000 __init__.py:891(dispatch_platform_event_view)
        1    0.000    0.000    0.000    0.000 __init__.py:9(<module>)
        8    0.000    0.000    0.000    0.000 __init__.py:91(__init__)
      757    0.000    0.000    0.000    0.000 __init__.py:916(<lambda>)
       18    0.000    0.000    0.000    0.000 __init__.py:918(display)
        1    0.000    0.000    0.000    0.000 __init__.py:926(<dictcomp>)
        1    0.002    0.002    0.233    0.233 __init__.py:93(<module>)
        4    0.000    0.000    0.000    0.000 __init__.py:934(config)
        3    0.000    0.000    0.000    0.000 __init__.py:94(__call__)
    10960    0.011    0.000    0.011    0.000 __init__.py:942(context)
      106    0.000    0.000    0.000    0.000 __init__.py:96(_cnfmerge)
       90    0.000    0.000    0.000    0.000 __init__.py:963(height)
        1    0.000    0.000    0.002    0.002 __init__.py:97(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:982(StreamHandler)
      554    0.000    0.000    0.000    0.000 __init__.py:99(CFunctionType)
        1    0.000    0.000    0.004    0.004 _add_newdocs.py:10(<module>)
       52    0.000    0.000    0.000    0.000 _add_newdocs.py:5984(refer_to_array_attribute)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:16(numeric_type_aliases)
